"Store Nbr","Mod Footage","Store Name","Store Type","Building Address","Building City","Building State/Prov","Building Postal Code"
"4612","12","HAMBURG, PA","Supercenter","1800 TILDEN RIDGE","HAMBURG","PA","19526"
"4615","12","TULSA (GLENPOOL), OK","Supercenter","12200 S WACO AVE","GLENPOOL","OK","74033"
"4616","12","CLEVELAND, GA","Supercenter","260 DONALD E THURMOND PKWY","CLEVELAND","GA","30528"
"4623","12","NEWPORT NEWS (S), VA","Supercenter","6111 JEFFERSON AVE","NEWPORT NEWS","VA","23605"
"4627","12","DENTON (NW), TX","Supercenter","2750 W UNIVERSITY DR","DENTON","TX","76201"
"4631","12","HAMMOND (N), IN","Supercenter","1100 5TH AVE","HAMMOND","IN","46320"
"4635","12","CLINTON, TN","Supercenter","150 TANNER LN","CLINTON","TN","37716"
"4637","12","BROKEN ARROW E., OK","Supercenter","3900 E HILLSIDE DR","BROKEN ARROW","OK","74014"
"4639","12","ELIZABETH, CO","Supercenter","2100 LEGACY CIR","ELIZABETH","CO","80107"
"4641","12","HUNTLEY, IL","Supercenter","12300 ROUTE 47","HUNTLEY","IL","60142"
"4643","12","ECONOMY, PA","Supercenter","1500 ECONOMY WAY","ECONOMY","PA","15005"
"4644","12","MOON TOWNSHIP, PA","Supercenter","7500 UNIVERSITY BOULEVARD","MOON TOWNSHIP","PA","15108"
"4653","12","CHEYENNE (S), WY","Supercenter","580 LIVINGSTON AVENUE","CHEYENNE","WY","82007"
"4660","12","CLINTON TOWNSHIP, MI","Supercenter","18400 HALL RD","CLINTON TOWNSHIP","MI","48038"
"4664","12","MYRTLE BEACH (W), SC","Supercenter","151 MYRTLE RIDGE DR","CONWAY","SC","29526"
"4677","12","MUSKEGO, WI","Supercenter","W159S6530 MOORLAND RD","MUSKEGO","WI","53150"
"4678","12","HURRICANE, UT","Supercenter","180 N 3400 W","HURRICANE","UT","84737"
"4679","12","WATSON, LA","Supercenter","34025 LA HIGHWAY 16","DENHAM SPRINGS","LA","70706"
"4681","12","TAMPA (GANDY), FL","Supercenter","4302 W GANDY BLVD","TAMPA","FL","33611"
"4682","12","GORDONSVILLE, VA","Supercenter","164 CAMP CREEK PKWY","GORDONSVILLE","VA","22942"
"4683","12","BATON ROUGE (BURB), LA","Supercenter","10550 BURBANK DR","BATON ROUGE","LA","70810"
"4687","12","KING OF PRUSSIA (HD) PA","Supercenter","275 N GULPH RD","KING OF PRUSSIA","PA","19406"
"4695","12","GODFREY, IL","Supercenter","6660 GODFREY RD","GODFREY","IL","62035"
"4697","12","LYNCHBURG (N), VA","Supercenter","3227 OLD FOREST RD","LYNCHBURG","VA","24501"
"4699","12","STREATOR, IL","Supercenter","2415 N BLOOMINGTON ST","STREATOR","IL","61364"
"4849","12","MOUNTAIN IRON MN","Supercenter","8580 ROCK RIDGE DR","MOUNTAIN IRON","MN","55768"
"4865","12","SIOUX FALLS N SD","Supercenter","5200 WEST 60TH STREET NORTH","SIOUX FALLS","SD","57107"
"5012","12","HAMILTON NJ","Supercenter","1750 NOTTINGHAM WAY","HAMILTON","NJ","08619"
"5025","12","FT WAYNE IN","Supercenter","10420 MAYSVILLE RD","FORT WAYNE","IN","46835"
"5028","12","TOLEDO (C) OH","Supercenter","2925 GLENDALE AVE","TOLEDO","OH","43614"
"5029","12","OREGON OH 11-11-02","Supercenter","3721 NAVARRE AVE","OREGON","OH","43616"
"5030","12","TOLEDO (NW) OH","Supercenter","5821 W CENTRAL AVE","TOLEDO","OH","43615"
"5032","12","BUENA PARK CA","Wal-Mart","8450 LA PALMA AVE","BUENA PARK","CA","90620"
"5034","12","FORT MYERS, FL","Supercenter","4770 COLONIAL BLVD","FORT MYERS","FL","33966"
"5036","12","TAMPA (GUNN) FL","Supercenter","6192 GUNN HWY","TAMPA","FL","33625"
"5038","12","PLAINFIELD, IL","Supercenter","12690 S ROUTE 59","PLAINFIELD","IL","60585"
"5039","12","CAMDEN DE 11-12-02","Supercenter","263 WALMART DR","CAMDEN","DE","19934"
"5040","12","CARNEIGIE PA","Wal-Mart","2200 WASHINGTON PIKE","CARNEGIE","PA","15106"
"5041","12","BONNEY LAKE WA","Supercenter","19205 STATE ROUTE 410 E","BONNEY LAKE","WA","98391"
"5044","12","GALENA IL","Supercenter","10000 BARTEL BLVD","GALENA","IL","61036"
"5045","12","HOUSTON (SPG CYP) TX","Supercenter","22605 STATE HIGHWAY 249","TOMBALL","TX","77375"
"5046","12","CLAYTON NC","Supercenter","805 TOWN CENTER BOULEVARD","CLAYTON","NC","27520"
"5047","12","AUDUBON, NJ","Wal-Mart","130 BLACK HORSE PIKE","AUDUBON","NJ","08106"
"5048","12","NEW HUDSON, MI","Supercenter","30729 LYON CENTER DR E","NEW HUDSON","MI","48165"
"5049","12","LITTLETON (SW) CO","Supercenter","13420 W COAL MINE AVE","LITTLETON","CO","80127"
"5051","12","GREELEY (N) CO","Supercenter","920 47TH AVE","GREELEY","CO","80634"
"5054","12","JACKSONVILLE (ATLAN), FL","Supercenter","11900 ATLANTIC BLVD","JACKSONVILLE","FL","32225"
"5055","12","NAPLES (SE), FL","Supercenter","9885 COLLIER BLVD","NAPLES","FL","34114"
"5056","12","PRAIRIEVILLE, LA","Supercenter","17585 AIRLINE HWY","PRAIRIEVILLE","LA","70769"
"5057","12","MURFREESBORO TN 11-12-02","Supercenter","2900 S RUTHERFORD BLVD","MURFREESBORO","TN","37130"
"5058","12","NASHVILLE M BORO TN","Supercenter","3035 HAMILTON CHURCH RD","ANTIOCH","TN","37013"
"5060","12","ALGONQUIN IL","Supercenter","1410 S RANDALL RD","ALGONQUIN","IL","60102"
"5063","12","CHARLOTTE (MATTHEWS), NC","Supercenter","1830 GALLERIA BLVD","CHARLOTTE","NC","28270"
"5064","12","KALAMAZOO MI 11-11-02","Supercenter","6065 GULL RD","KALAMAZOO","MI","49048"
"5065","12","KALAMAZOO (NW) MI","Supercenter","501 N 9TH ST","KALAMAZOO","MI","49009"
"5066","12","AVON OH","Supercenter","35901 CHESTER RD","AVON","OH","44011"
"5069","12","READINGTOWN NJ","Wal-Mart","3576 US HIGHWAY 22","BRANCHBURG","NJ","08876"
"5070","12","LAS VEGAS (SW2) NV","Supercenter","5200 S FORT APACHE RD","LAS VEGAS","NV","89148"
"5071","12","LAWTON OK 11-12-02","Supercenter","6301 NW QUANNAH PARKER TRL","LAWTON","OK","73505"
"5072","12","LOS ANGELES (SO BAY) CA E","Wal-Mart","19503 NORMANDIE AVE","TORRANCE","CA","90501"
"5073","12","COVINGTON WA","Wal-Mart","17432 SE 270TH PL","COVINGTON","WA","98042"
"5076","12","BREWER ME","Supercenter","24 WALTON DR","BREWER","ME","04412"
"5077","12","BOONTON, NJ","Wal-Mart","300 WOOTTON ST","BOONTON","NJ","07005"
"5082","12","PARMA OH","Supercenter","8303 W RIDGEWOOD DR","PARMA","OH","44129"
"5083","12","MAYFIELD HEIGHTS OH","Wal-Mart","6594 MAYFIELD RD","MAYFIELD HEIGHTS","OH","44124"
"5085","12","BELMONT, NC","Supercenter","701 HAWLEY AVE","BELMONT","NC","28012"
"5088","12","TRIDELPHIA, WV","Supercenter","450 STEWART LN","TRIADELPHIA","WV","26059"
"5089","12","INVER GROVE HEIGHTS MN","Wal-Mart","9165 CAHILL AVE","INVER GROVE HEIGHTS","MN","55076"
"5090","12","GREEN BAY, WI","Supercenter","1415 LAWRENCE DR","DE PERE","WI","54115"
"5091","12","HOUSTON ROSEHILL TX","Supercenter","26270 NORTHWEST FWY","CYPRESS","TX","77429"
"5095","12","HARTFORD, CT","Supercenter","495 FLATBUSH AVENUE","HARTFORD","CT","06106"
"5097","12","SAGINAW MI","Supercenter","5650 BAY RD","SAGINAW","MI","48604"
"5099","12","GRAND JUNCTION (W) CO","Supercenter","2545 RIMROCK AVE","GRAND JUNCTION","CO","81505"
"5104","12","KETTERING OH","Supercenter","1701 W DOROTHY LN","MORAINE","OH","45439"
"5105","12","FRONT ROYAL, VA","Supercenter","10 RIVERTON COMMONS DR","FRONT ROYAL","VA","22630"
"5113","12","PELL CITY, AL","Supercenter","165 VAUGHAN LN","PELL CITY","AL","35125"
"5115","12","DAVENPORT (W) IA","Supercenter","3101 W KIMBERLY RD","DAVENPORT","IA","52806"
"5116","12","DEER PARK TX","Supercenter","9025 SPENCER HWY","LA PORTE","TX","77571"
"5118","12","RALEIGH NC","Supercenter","10050 GLENWOOD AVE","RALEIGH","NC","27617"
"5123","12","COLORADO SPGS (NE) CO","Supercenter","5550 E WOODMEN RD","COLORADO SPRINGS","CO","80920"
"5124","12","GLENDALE (MAINSTEE), AZ","Supercenter","5605 W NORTHERN AVE","GLENDALE","AZ","85301"
"5127","12","LA CROSSE (S), WI","Supercenter","4622 MORMON COULEE RD","LA CROSSE","WI","54601"
"5129","12","LANDOVER HILLS, MD EF","Wal-Mart","6210 ANNAPOLIS RD","LANDOVER HILLS","MD","20784"
"5131","12","BENSALEM, PA","Wal-Mart","3461 HORIZON BLVD","BENSALEM","PA","19020"
"5133","12","ANDERSON, CA","Supercenter","5000 RHONDA RD","ANDERSON","CA","96007"
"5134","12","BAKERSFIELD (SW), CA","Supercenter","5075 GOSFORD RD","BAKERSFIELD","CA","93313"
"5136","12","MARYSVILLE CA","Supercenter","1131 N BEALE RD","MARYSVILLE","CA","95901"
"5137","12","AURORA (SE), CO","Supercenter","6101 S AURORA PKWY","AURORA","CO","80016"
"5139","12","DIXON CA","Supercenter","235 E DORSET DR","DIXON","CA","95620"
"5140","12","LA MESA CA EF","Wal-Mart","5500 GROSSMONT CENTER DR","LA MESA","CA","91942"
"5141","12","OMAHA (NW), NE","Supercenter","16960 W MAPLE RD","OMAHA","NE","68116"
"5144","12","SAN ANTONIO (NE) TX","Supercenter","8315 FM 78","CONVERSE","TX","78109"
"5146","12","SAN ANTONIO, TX","Supercenter","8030 BANDERA RD","SAN ANTONIO","TX","78250"
"5147","12","DALLAS (W) TX","Supercenter","1521 N COCKRELL HILL RD","DALLAS","TX","75211"
"5150","12","MAPLEWOOD, MO","Supercenter","1900 MAPLEWOOD COMMONS DR","MAPLEWOOD","MO","63143"
"5151","12","ROME (S), GA","Supercenter","825 CARTERSVILLE HWY SE","ROME","GA","30161"
"5154","12","ROSEMEAD, CA","Supercenter","1827 WALNUT GROVE AVE","ROSEMEAD","CA","91770"
"5159","12","WEST BRANCH, MI","Supercenter","2750 COOK RD","WEST BRANCH","MI","48661"
"5160","12","JACKSON (W) MI","Supercenter","1700 W MICHIGAN AVE","JACKSON","MI","49202"
"5164","12","NORWALK, CA","Wal-Mart","11729 IMPERIAL HWY","NORWALK","CA","90650"
"5165","12","ALAMO, TX","Supercenter","1421 FRONTAGE RD","ALAMO","TX","78516"
"5167","12","PAYSON UT","Supercenter","1052 TURF FARM RD","PAYSON","UT","84651"
"5168","12","RICHFIELD, UTAH","Supercenter","10 E 1300 S","RICHFIELD","UT","84701"
"5170","12","SIDNEY NE","Supercenter","3001 SILVERBERG DR","SIDNEY","NE","69162"
"5172","12","PERRY FL","Supercenter","1900 S JEFFERSON ST","PERRY","FL","32348"
"5173","12","DALTON (W) GA","Supercenter","815 SHUGART RD","DALTON","GA","30720"
"5174","12","SEMIMES AL","Supercenter","7855 MOFFETT RD","SEMMES","AL","36575"
"5175","12","ALGOOD TN","Supercenter","589 W MAIN ST","ALGOOD","TN","38506"
"5178","12","ROCKAWAY NJ","Wal-Mart","220 ENTERPRISE DR","ROCKAWAY","NJ","07866"
"5184","12","CANA WINCHESTER OH","Supercenter","6674 WINCHESTER BLVD","CANAL WINCHESTER","OH","43110"
"5185","12","COLUMBUS WSW OH","Supercenter","1221 GEORGESVILLE RD","COLUMBUS","OH","43228"
"5189","12","PHOENIX (MARYVALE) AZ","Supercenter","5250 W INDIAN SCHOOL RD","PHOENIX","AZ","85031"
"5190","12","PHOENIX (HAPPY VALLEY) AZ","Supercenter","2501 W HAPPY VALLEY RD STE 34","PHOENIX","AZ","85085"
"5192","12","ANTELOPE (E), CA","Supercenter","5821 ANTELOPE RD","SACRAMENTO","CA","95842"
"5195","12","EVERETT (W), WA","Wal-Mart","11400 HIGHWAY 99","EVERETT","WA","98204"
"5196","12","MEMPHIS(ELVIS/HOLMES), TN","Supercenter","5255 ELVIS PRESLEY BLVD","MEMPHIS","TN","38116"
"5197","12","HUNTSVILLE (E),AL","Supercenter","330 SUTTON RD SE","OWENS CROSS ROADS","AL","35763"
"5199","12","ANTIOCH, IL","Supercenter","475 EAST ROUTE 173","ANTIOCH","IL","60002"
"5201","12","EDISON, NJ","Wal-Mart","2220 STATE ROUTE 27","EDISON","NJ","08817"
"5203","12","LONDON, OH","Supercenter","375 LAFAYETTE ST","LONDON","OH","43140"
"5210","12","WYLIE, TX","Supercenter","2050 N HIGHWAY 78","WYLIE","TX","75098"
"5211","12","MCKINNEY (SW) TX","Supercenter","5001 MCKINNEY RANCH PKWY","MCKINNEY","TX","75070"
"5214","12","ORLANDO LAKE WILSON FL","Supercenter","2855 N OLD LAKE WILSON ROAD","KISSIMMEE","FL","34747"
"5215","12","DELANO, CA","Supercenter","530 WOOLLOMES AVE","DELANO","CA","93215"
"5218","12","ST. PETERSBURG, FL","Supercenter","3501 34TH ST S","ST PETERSBURG","FL","33711"
"5220","12","TAMPA (DM WATERS) FL","Supercenter","8220 N DALE MABRY HWY","TAMPA","FL","33614"
"5232","12","RIFLE, CO","Supercenter","1000 AIRPORT RD","RIFLE","CO","81650"
"5233","12","WEST VALLEY CITY (S), UT","Supercenter","5675 W 6200 S","WEST VALLEY CITY","UT","84118"
"5234","12","CLINTON, UT","Supercenter","1632 N 2000 W","CLINTON","UT","84015"
"5235","12","SANDY (E), UT","Supercenter","9151 SOUTH QUARRY BLVD","SANDY","UT","84094"
"5236","12","BOWLING GREEN (NW) KY","Supercenter","1201 MORGANTOWN RD","BOWLING GREEN","KY","42101"
"5239","12","BECHTELSVILLE, PA","Supercenter","567 ROUTE 100 N","BECHTELSVILLE","PA","19505"
"5240","12","ITHACA, NY","Supercenter","135 FAIRGROUNDS MEMORIAL PKWY","ITHACA","NY","14850"
"5241","12","NORTH HUNTINGDON, PA","Supercenter","915 MILLS DR","NORTH HUNTINGDON","PA","15642"
"5242","12","CICERO NY","Supercenter","8064 BREWERETON ROAD","CICERO","NY","13039"
"5244","12","LITTLE ROCK (NW), AR","Supercenter","19301 CANTRELL RD","LITTLE ROCK","AR","72223"
"5246","12","WHARTON, TX","Supercenter","10388 US 59 HWY","WHARTON","TX","77488"
"5250","12","KISSIMMEE FL","Supercenter","904 CYPRESS PKWY","KISSIMMEE","FL","34759"
"5251","12","CHATTANOOGA (E.RIDGE), TN","Supercenter","490 GREENWAY VIEW DR","CHATTANOOGA","TN","37411"
"5252","12","LOGANVILLE GA","Supercenter","4221 ATLANTA HWY","LOGANVILLE","GA","30052"
"5253","12","CHESAPEAKE (SW), VA","Supercenter","632 GRASSFIELD PKWY","CHESAPEAKE","VA","23322"
"5254","12","WAKE FOREST, NC","Supercenter","2114 S MAIN ST","WAKE FOREST","NC","27587"
"5260","12","ROGERS (SOUTH) AR","Supercenter","4208 PLEASANT CROSSING BLVD","ROGERS","AR","72758"
"5261","12","PINEVILLE, MO","Supercenter","100 COMMERCIAL LN","PINEVILLE","MO","64856"
"5262","12","PELHAM(N), AL","Supercenter","2181 PELHAM PKWY","PELHAM","AL","35124"
"5263","12","CLEVELAND (S) TN","Supercenter","2300 TREASURY DR SE","CLEVELAND","TN","37323"
"5266","12","NEW PORT RICHEY(NW),FL","Supercenter","12610 US HIGHWAY 19","HUDSON","FL","34667"
"5270","12","LINDON UT","Supercenter","585 N STATE ST","LINDON","UT","84042"
"5272","12","POULSBO, WA","Supercenter","21200 OLHAVA WAY NW","POULSBO","WA","98370"
"5273","12","SEQUIM, WA","Supercenter","1110 W WASHINGTON ST","SEQUIM","WA","98382"
"5274","12","HONOLULU (MANANA), HI","Wal-Mart","1131 KUALA ST","PEARL CITY","HI","96782"
"5275","12","WOODSTOCK (W) GA","Supercenter","6435 BELLS FERRY RD","WOODSTOCK","GA","30189"
"5278","12","CHICOPEE MA","Supercenter","591 MEMORIAL DR","CHICOPEE","MA","01020"
"5280","12","PORTAGE, MI","Supercenter","8350 SHAVER RD","PORTAGE","MI","49024"
"5281","12","WOODBRIDGE, NJ","Wal-Mart","360 US HIGHWAY 9 ROUTE N","WOODBRIDGE","NJ","07095"
"5282","12","GREECE (E) NY","Supercenter","3800 DEWEY AVE","GREECE","NY","14616"
"5285","12","CANTON (NE) OH","Supercenter","3200 ATLANTIC BLVD NE","CANTON","OH","44705"
"5287","12","SPRING, TX","Supercenter","21150 KUYKENDAHL RD","SPRING","TX","77379"
"5292","12","RALEIGH (E), NC","Supercenter","4431 NEW BERN AVE","RALEIGH","NC","27610"
"5293","12","VALLEY STREAM NY","Supercenter","77 GREEN ACRES RD","VALLEY STREAM","NY","11581"
"5294","12","MILFORD CT","Wal-Mart","1365 BOSTON POST RD","MILFORD","CT","06460"
"5295","12","FARMINGDALE (LI) HD, NY","Wal-Mart","965 BROADHOLLOW RD","FARMINGDALE","NY","11735"
"5296","12","BARBOURSVILLE, WV","Supercenter","25 NICHOLS DR","BARBOURSVILLE","WV","25504"
"5300","12","GIBSONTON, FL","Supercenter","9205 GIBSONTON DR","GIBSONTON","FL","33534"
"5301","12","WEST PALM BEACH FL","Supercenter","4375 BELVEDERE RD","WEST PALM BEACH","FL","33406"
"5305","12","CHULA VISTA CA","Wal-Mart","1150 BROADWAY","CHULA VISTA","CA","91911"
"5309","12","OBERLIN OH","Supercenter","46440 US ROUTE 20","OBERLIN","OH","44074"
"5311","12","MCKINNEY (NW), TX","Supercenter","1721 N CUSTER RD","MCKINNEY","TX","75071"
"5312","12","FT WORTH (121) TX","Supercenter","3851 AIRPORT FWY","FORT WORTH","TX","76111"
"5313","12","LAKE ST. LOUIS MO","Supercenter","6100 RONALD REAGAN DR","LAKE SAINT LOUIS","MO","63367"
"5317","12","AUSTIN (S) TX","Supercenter","9300 S INTERSTATE 35 STE B","AUSTIN","TX","78748"
"5319","12","MACARTHUR, WV","Supercenter","1881 ROBERT C BYRD DR","MACARTHUR","WV","25873"
"5320","12","GREENSBORO (SE) NC","Supercenter","121 W ELMSLEY ST","GREENSBORO","NC","27406"
"5326","12","OCALA (SW) FL","Supercenter","9570 SW HIGHWAY 200","OCALA","FL","34481"
"5330","12","PHOENIX, AZ","Supercenter","6145 N 35TH AVE","PHOENIX","AZ","85017"
"5334","12","AURORA (DIA) CO","Supercenter","3301 TOWER RD","AURORA","CO","80011"
"5338","12","SAN DIEGO, CA EF","Wal-Mart","4840 SHAWLINE ST","SAN DIEGO","CA","92111"
"5341","12","BROOMFIELD FLLRONS CO","Supercenter","500 SUMMIT BLVD","BROOMFIELD","CO","80021"
"5343","12","FREDERICKSBURG, VA","Supercenter","10001 SOUTHPOINT PKWY","FREDERICKSBURG","VA","22407"
"5347","12","FORT MYERS FL","Supercenter","19975 S. TAMIAMI TRAIL","ESTERO","FL","33928"
"5348","12","MONTGOMERY (C), AL","Supercenter","851 ANN ST","MONTGOMERY","AL","36107"
"5350","12","SALT LAKE CITY, UT","Supercenter","4627 S 900 E","SALT LAKE CITY","UT","84117"
"5352","12","BATAVIA IL","Supercenter","801 NORTH RANDALL ROAD","BATAVIA","IL","60510"
"5355","12","KENTON OH","Supercenter","1241 E COLUMBUS ST","KENTON","OH","43326"
"5358","12","SHIPPENSBURG PA","Supercenter","100 S CONESTOGA DR","SHIPPENSBURG","PA","17257"
"5360","12","TITUSVILLE, PA","Supercenter","11415 HYDETOWN RD","TITUSVILLE","PA","16354"
"5361","12","OMAHA, NE","Supercenter","12850 L ST","OMAHA","NE","68137"
"5363","12","HAMPTON, GA","Supercenter","11465 TARA BLVD","LOVEJOY","GA","30250"
"5368","12","SALEM (C), OR","Supercenter","1940 TURNER RD SE","SALEM","OR","97302"
"5369","12","GOODYEAR, AZ","Supercenter","1100 N ESTRELLA PKWY","GOODYEAR","AZ","85338"
"5370","12","LONGMONT (N), CO","Supercenter","2514 MAIN ST","LONGMONT","CO","80504"
"5373","12","CHIPPEWA FALLS, WI","Supercenter","2786 COMMERCIAL BLVD","CHIPPEWA FALLS","WI","54729"
"5374","12","EATON OH","Supercenter","100A E WASHINGTON JACKSON RD","EATON","OH","45320"
"5376","12","TAWAS CITY, MI","Supercenter","621 E LAKE ST","TAWAS CITY","MI","48763"
"5379","12","CONNELLSVILLE, PA","Supercenter","1450 MORRELL AVE","CONNELLSVILLE","PA","15425"
"5382","12","PASADENA, MD","Supercenter","8107 GOVERNOR RITCHIE HIGHWAY","PASADENA","MD","21122"
"5384","12","BRIDGETON, NJ","Wal-Mart","1130 HIGHWAY 77","BRIDGETON","NJ","08302"
"5385","12","DEFIANCE, OH","Supercenter","1804 N CLINTON ST","DEFIANCE","OH","43512"
"5386","12","GRAND HAVEN, MI","Supercenter","14700 US HIGHWAY 31","GRAND HAVEN","MI","49417"
"5389","12","WACO (WOODWAY) TX","Supercenter","600 HEWITT DR","WACO","TX","76712"
"5390","12","MARIETTA (TRADE CTR), GA","Supercenter","210 COBB PKWY S","MARIETTA","GA","30060"
"5391","12","NAPLES (I-75) FL","Supercenter","5420 JULIET BLVD","NAPLES","FL","34109"
"5396","12","ALBANY OR","Supercenter","1330 GOLDFISH FARM RD SE","ALBANY","OR","97322"
"5397","12","WINONA, MN","Supercenter","955 FRONTENAC DR","WINONA","MN","55987"
"5398","12","ROCKFORD (W), IL","Supercenter","3902 W RIVERSIDE BLVD","ROCKFORD","IL","61101"
"5399","12","DIXON IL","Supercenter","1640 S GALENA AVE","DIXON","IL","61021"
"5403","12","URBANA IL","Supercenter","100 S HIGH CROSS RD","URBANA","IL","61802"
"5404","12","HOMEWOOD IL","Supercenter","17550 SOUTH HALSTED STREET","HOMEWOOD","IL","60430"
"5409","12","ENGLEWOOD OH","Supercenter","7725 HOKE RD","CLAYTON","OH","45315"
"5410","12","CANTON (C), OH","Supercenter","4004 TUSCARAWAS ST W","CANTON","OH","44708"
"5411","12","IONIA MI","Supercenter","152 W SPRAGUE RD","IONIA","MI","48846"
"5414","12","FORKED RIVER NJ","Supercenter","580 US HIGHWAY 9","LANOKA HARBOR","NJ","08734"
"5417","12","LOUISVILLE, KY","Supercenter","175 OUTER LOOP","LOUISVILLE","KY","40214"
"5418","12","LOUISVILLE (BASHFORD), KY","Supercenter","2020 BASHFORD MANOR LN","LOUISVILLE","KY","40218"
"5419","12","HERNANDO, MS","Supercenter","2600 MCINGVALE RD","HERNANDO","MS","38632"
"5420","12","KISSIMMEE, FL","Supercenter","3250 VINELAND RD","KISSIMMEE","FL","34746"
"5422","12","BAINBRIDGE, GA","Supercenter","500 E ALICE ST","BAINBRIDGE","GA","39819"
"5426","12","FREMONT (W), CA","Wal-Mart","40580 ALBRAE ST","FREMONT","CA","94538"
"5429","12","SURPRISE, AZ","Supercenter","14111 N PRASADA GATEWAY AVE","SURPRISE","AZ","85388"
"5430","12","ALBUQUERQUE, NM","Supercenter","3500 COORS BLVD SW","ALBUQUERQUE","NM","87121"
"5432","12","NEW RICHMOND, WI","Supercenter","250 RICHMOND WAY","NEW RICHMOND","WI","54017"
"5434","12","SAN LEANDRO (S), CA","Wal-Mart","15555 HESPERIAN BLVD","SAN LEANDRO","CA","94579"
"5435","12","SAN JOSE(CENTRAL) CA","Supercenter","777 STORY RD","SAN JOSE","CA","95122"
"5437","12","ST. PAUL, MN","Wal-Mart","1450 UNIVERSITY AVE W","SAINT PAUL","MN","55104"
"5438","12","NEW BERLIN, WI","Supercenter","15205 WEST GREENFIELD AVENUE","NEW BERLIN","WI","53151"
"5439","12","NEW HAVEN, CT","Supercenter","315 FOXON BLVD","NEW HAVEN","CT","06513"
"5440","12","CLACKAMAS OR","Wal-Mart","10000 SE 82ND AVE","HAPPY VALLEY","OR","97086"
"5441","12","TOPEKA (N), KS","Supercenter","2600 NW ROCHESTER RD","TOPEKA","KS","66617"
"5442","12","ADDISON IL","Supercenter","1050 N ROHLWING RD","ADDISON","IL","60101"
"5443","12","INDIANAPOLIS (EMRSN), IN","Supercenter","4650 S EMERSON AVE","INDIANAPOLIS","IN","46203"
"5445","12","ERIE C PA","Supercenter","2711 ELM ST","ERIE","PA","16504"
"5447","12","KEARNY NJ","Supercenter","150 HARRISON AVE","KEARNY","NJ","07032"
"5448","12","RAYNHAM (N), MA","Supercenter","160 BROADWAY","RAYNHAM","MA","02767"
"5449","12","MISSOURI CITY (SIEN), TX","Supercenter","9929 HWY 6","MISSOURI CITY","TX","77459"
"5450","12","NORTH EAST, MD","Supercenter","75 NORTH EAST PLZ","NORTH EAST","MD","21901"
"5455","12","PALM BAY, FL","Supercenter","1040 MALABAR RD SE","PALM BAY","FL","32907"
"5458","12","DELTA CO","Supercenter","37 STAFFORD LN","DELTA","CO","81416"
"5461","12","VANCOUVER (NE) WA","Supercenter","14505 NE FOURTH PLAIN BLVD","VANCOUVER","WA","98682"
"5462","12","VANCOUVER (SE) WA","Supercenter","430 SE 192ND AVE","VANCOUVER","WA","98683"
"5463","12","HARTFORD, WI","Supercenter","1220 THEIL ST","HARTFORD","WI","53027"
"5466","12","GROVE CITY OH","Supercenter","1693 STRINGTOWN RD","GROVE CITY","OH","43123"
"5470","12","HUNTINGDON PA","Supercenter","6716 TOWNE CENTER BLVD","HUNTINGDON","PA","16652"
"5471","12","MANSFIELD (S) OH","Supercenter","2485 POSSUM RUN RD","MANSFIELD","OH","44903"
"5476","12","DEPTFORD (WEST) NJ","Supercenter","820 COOPER ST","WOODBURY","NJ","08096"
"5477","12","JEFFERSON CITY E MO","Supercenter","401 SUPERCENTER DR","JEFFERSON CITY","MO","65101"
